sale_date,sale_id,customer_id,distribution_center_id,delivery_kind,item_id,item_qty
2018-05-01 00:05:57,5ae7af65ad4a7e001416edc1,5ae7ae47ad4a7e001416edb7,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb2d,1
2018-05-01 00:05:57,5ae7af65ad4a7e001416edc1,5ae7ae47ad4a7e001416edb7,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb67,1
2018-05-01 00:05:57,5ae7af65ad4a7e001416edc1,5ae7ae47ad4a7e001416edb7,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb2e,2
2018-05-01 00:05:57,5ae7af65ad4a7e001416edc1,5ae7ae47ad4a7e001416edb7,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb5b,1
2018-05-01 00:05:57,5ae7af65ad4a7e001416edc1,5ae7ae47ad4a7e001416edb7,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb59,1
2018-05-01 00:05:57,5ae7af65ad4a7e001416edc1,5ae7ae47ad4a7e001416edb7,587e81a99565c515f102b3ac,product,5947bd9a056d7200113bd555,1
2018-05-01 00:05:57,5ae7af65ad4a7e001416edc1,5ae7ae47ad4a7e001416edb7,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb5a,1
2018-05-01 00:05:57,5ae7af65ad4a7e001416edc1,5ae7ae47ad4a7e001416edb7,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb72,1
2018-05-01 00:05:57,5ae7af65ad4a7e001416edc1,5ae7ae47ad4a7e001416edb7,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb5e,1
2018-05-01 00:05:57,5ae7af65ad4a7e001416edc1,5ae7ae47ad4a7e001416edb7,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb3e,2
2018-05-01 00:05:57,5ae7af65ad4a7e001416edc1,5ae7ae47ad4a7e001416edb7,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb58,1
2018-05-01 00:05:57,5ae7af65ad4a7e001416edc1,5ae7ae47ad4a7e001416edb7,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb61,1
2018-05-01 00:05:57,5ae7af65ad4a7e001416edc1,5ae7ae47ad4a7e001416edb7,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb38,2
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,product,59161c71cb7257001150eb70,2
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,product,59161c71cb7257001150eb36,1
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,product,59161c71cb7257001150eb4b,2
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,product,5947bd9a056d7200113bd555,1
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,product,59161c71cb7257001150eb73,1
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,meal,59161c71cb7257001150eb74,2
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,meal,59161c71cb7257001150eb2f,2
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,meal,59161c71cb7257001150eb2c,2
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,product,59161c71cb7257001150eb2d,2
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,product,5a0f2f12b1a9ce00145b97b4,1
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,meal,59161c71cb7257001150eb2b,1
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,meal,59161c71cb7257001150eb75,1
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,meal,592caecbcf8abf00114e223e,1
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,product,59161c71cb7257001150eb65,1
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,product,59161c71cb7257001150eb67,1
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,meal,59161c71cb7257001150eb76,2
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,meal,59161c71cb7257001150eb33,2
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,meal,59161c71cb7257001150eb36,2
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,product,59161c71cb7257001150eb38,2
2018-05-01 00:17:40,5ae7b224ad4a7e001416eddc,5ae7af63ad4a7e001416edc0,5911a7adcca15a0011ef13d3,product,5a4d3b63285921001450822a,2
2018-05-01 00:20:29,5ae7b2cdad4a7e001416ede3,5a9f2e4a76f4700014883f27,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb4b,3
2018-05-01 00:20:29,5ae7b2cdad4a7e001416ede3,5a9f2e4a76f4700014883f27,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb3a,2
2018-05-01 00:20:29,5ae7b2cdad4a7e001416ede3,5a9f2e4a76f4700014883f27,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb70,2
2018-05-01 00:20:29,5ae7b2cdad4a7e001416ede3,5a9f2e4a76f4700014883f27,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb65,2
2018-05-01 00:20:29,5ae7b2cdad4a7e001416ede3,5a9f2e4a76f4700014883f27,587e81a99565c515f102b3ac,product,5a0f420bb1a9ce00145b981d,2
2018-05-01 00:20:29,5ae7b2cdad4a7e001416ede3,5a9f2e4a76f4700014883f27,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb68,2
2018-05-01 00:20:29,5ae7b2cdad4a7e001416ede3,5a9f2e4a76f4700014883f27,587e81a99565c515f102b3ac,product,5a53d9c2bb82cd001421e0b0,3
2018-05-01 00:20:29,5ae7b2cdad4a7e001416ede3,5a9f2e4a76f4700014883f27,587e81a99565c515f102b3ac,product,5947bf67056d7200113bd556,2
2018-05-01 00:20:29,5ae7b2cdad4a7e001416ede3,5a9f2e4a76f4700014883f27,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb69,4
2018-05-01 00:20:29,5ae7b2cdad4a7e001416ede3,5a9f2e4a76f4700014883f27,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb30,4
2018-05-01 00:20:29,5ae7b2cdad4a7e001416ede3,5a9f2e4a76f4700014883f27,587e81a99565c515f102b3ac,product,5947bd9a056d7200113bd555,2
2018-05-01 00:20:29,5ae7b2cdad4a7e001416ede3,5a9f2e4a76f4700014883f27,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb31,2
2018-05-01 00:20:29,5ae7b2cdad4a7e001416ede3,5a9f2e4a76f4700014883f27,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb67,2
2018-05-01 00:20:29,5ae7b2cdad4a7e001416ede3,5a9f2e4a76f4700014883f27,587e81a99565c515f102b3ac,product,5a25ca32be7d27001455e0b5,2
2018-05-01 00:20:29,5ae7b2cdad4a7e001416ede3,5a9f2e4a76f4700014883f27,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb5a,3
2018-05-01 00:20:29,5ae7b2cdad4a7e001416ede3,5a9f2e4a76f4700014883f27,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb33,4
2018-05-01 00:32:17,5ae7b591ad4a7e001416edf8,5a84b04c86d59100147682cb,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb70,2
2018-05-01 00:32:17,5ae7b591ad4a7e001416edf8,5a84b04c86d59100147682cb,587e81a99565c515f102b3ac,product,5a0f420bb1a9ce00145b981d,4
2018-05-01 00:32:17,5ae7b591ad4a7e001416edf8,5a84b04c86d59100147682cb,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb5a,5
2018-05-01 00:32:17,5ae7b591ad4a7e001416edf8,5a84b04c86d59100147682cb,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb2d,1
2018-05-01 00:32:17,5ae7b591ad4a7e001416edf8,5a84b04c86d59100147682cb,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb59,10
2018-05-01 00:32:17,5ae7b591ad4a7e001416edf8,5a84b04c86d59100147682cb,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb43,3
2018-05-01 00:32:17,5ae7b591ad4a7e001416edf8,5a84b04c86d59100147682cb,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb3e,3
2018-05-01 00:32:17,5ae7b591ad4a7e001416edf8,5a84b04c86d59100147682cb,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb72,2
2018-05-01 00:32:17,5ae7b591ad4a7e001416edf8,5a84b04c86d59100147682cb,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb5e,4
2018-05-01 00:32:17,5ae7b591ad4a7e001416edf8,5a84b04c86d59100147682cb,587e81a99565c515f102b3ac,product,59161c71cb7257001150eb32,2
2018-05-01 00:32:17,5ae7b591ad4a7e001416edf8,5a84b04c86d59100147682cb,587e81a99565c515f102b3ac,product,5a95f40ec797150014a9c598,3
2018-05-01 00:32:17,5ae7b591ad4a7e001416edf8,5a84b04c86d59100147682cb,587e81a99565c515f102b3ac,product,595653461cfa4a00119e76e1,2
2018-05-01 00:32:17,5ae7b591ad4a7e001416edf8,5a84b04c86d59100147682cb,587e81a99565c515f102b3ac,product,5947bd9a056d7200113bd555,1
